Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2019-01-06,22,-11,5.5,-6.3,59,0,M,M,M
2019-01-05,24,-12,6,-5.8,59,0,M,M,M
2019-01-04,18,-17,0.5,-11.3,64,0,M,M,M
2019-01-03,13,-23,-5,-16.8,70,0,M,M,M
2019-01-02,15,-14,0.5,-11.3,64,0,M,M,M
2019-01-01,21,-1,10,-1.8,55,0,M,M,M
2018-12-31,24,0,12,0.2,53,0,M,M,M
2018-12-30,18,-8,5,-6.8,60,0,M,M,M
2018-12-29,18,-7,5.5,-6.4,59,0,M,M,M
2018-12-28,21,-1,10,-2,55,0,M,M,M
2018-12-27,29,6,17.5,5.5,47,0,M,M,M
2018-12-26,29,-1,14,1.9,51,0,M,M,M
2018-12-25,31,5,18,5.7,47,0,M,M,M
2018-12-24,24,-9,7.5,-4.9,57,0,M,M,M
2018-12-23,32,-4,14,1.5,51,0,M,M,M
2018-12-22,34,1,17.5,4.8,47,0,T,T,1
2018-12-21,34,6,20,7.1,45,0,0,0,1
2018-12-20,35,7,21,7.9,44,0,0.04,0.5,1
2018-12-19,34,17,25.5,12.2,39,0,0,0,T
2018-12-18,26,-2,12,-1.6,53,0,0,0,T
2018-12-17,37,-4,16.5,2.7,48,0,0,0,T
2018-12-16,35,-1,17,2.9,48,0,0,0,T
2018-12-15,26,-4,11,-3.4,54,0,0,0,T
2018-12-14,29,-6,11.5,-3.2,53,0,0,0,T
2018-12-13,36,0,18,3,47,0,0,0,T
2018-12-12,41,2,21.5,6.1,43,0,0,0,T
2018-12-11,23,-5,9,-6.8,56,0,0,0,T
2018-12-10,33,-7,13,-3.1,52,0,0,0,T
2018-12-09,36,2,19,2.5,46,0,0,0,1
2018-12-08,36,14,25,8,40,0,0,0,2
2018-12-07,37,16,26.5,9.1,38,0,T,T,2
2018-12-06,16,12,14,-3.8,51,0,T,T,2
2018-12-05,23,-10,6.5,-11.8,58,0,0.08,2.4,2
2018-12-04,30,-8,11,-7.8,54,0,0.08,0.7,1
2018-12-03,24,1,12.5,-6.7,52,0,T,T,T
2018-12-02,28,-3,12.5,-7.2,52,0,0,0,T
2018-12-01,30,6,18,-2.2,47,0,T,T,T
2018-11-30,42,23,32.5,11.8,32,0,0.01,0.2,1
2018-11-29,40,29,34.5,13.3,30,0,0.01,0.5,1
2018-11-28,38,3,20.5,-1.2,44,0,0,0,T
2018-11-27,28,-2,13,-9.2,52,0,0,0,T
2018-11-26,30,-3,13.5,-9.3,51,0,0,0,1
2018-11-25,37,10,23.5,0.2,41,0,0.09,1.4,1
2018-11-24,37,28,32.5,8.7,32,0,T,T,T
2018-11-23,43,6,24.5,0.2,40,0,T,T,T
2018-11-22,39,6,22.5,-2.3,42,0,0,0,0
2018-11-21,44,3,23.5,-1.8,41,0,0,0,0
2018-11-20,41,4,22.5,-3.4,42,0,0,0,0
2018-11-19,36,4,20,-6.4,45,0,0,0,0
2018-11-18,40,10,25,-1.9,40,0,0,0,0
2018-11-17,50,10,30,2.6,35,0,0,0,0
2018-11-16,43,7,25,-2.9,40,0,0,0,0
2018-11-15,41,7,24,-4.3,41,0,0,0,0
2018-11-14,33,5,19,-9.8,46,0,0,0,0
2018-11-13,27,4,15.5,-13.8,49,0,0,0,0
2018-11-12,27,2,14.5,-15.3,50,0,0,0,0
2018-11-11,42,6,24,-6.2,41,0,0,0,0
2018-11-10,37,7,22,-8.7,43,0,0,0,0
2018-11-09,31,6,18.5,-12.6,46,0,0,0,0
2018-11-08,39,12,25.5,-6.1,39,0,T,T,T
2018-11-07,35,18,26.5,-5.5,38,0,T,T,T
2018-11-06,39,22,30.5,-1.9,34,0,T,T,T
2018-11-05,37,29,33,0.2,32,0,0.07,0.1,T
2018-11-04,38,27,32.5,-0.7,32,0,0.1,0.3,T
2018-11-03,49,34,41.5,7.8,23,0,0.06,0.1,T
2018-11-02,40,30,35,0.9,30,0,T,0.2,T
2018-11-01,45,26,35.5,1,29,0,T,0,0
2018-10-31,36,25,30.5,-4.3,34,0,T,T,T
2018-10-30,66,31,48.5,13.3,16,0,0.06,1,1
2018-10-29,65,30,47.5,11.9,17,0,0,0,0
2018-10-28,62,26,44,8,21,0,0,0,0
2018-10-27,55,21,38,1.6,27,0,0,0,0
2018-10-26,52,30,41,4.2,24,0,0,0,0
2018-10-25,52,28,40,2.8,25,0,0,0,0
2018-10-24,62,34,48,10.5,17,0,0.04,0,0
2018-10-23,63,28,45.5,7.6,19,0,T,0,0
2018-10-22,63,26,44.5,6.2,20,0,0,0,0
2018-10-21,64,21,42.5,3.8,22,0,0,0,0
2018-10-20,58,19,38.5,-0.6,26,0,0,0,0
2018-10-19,56,23,39.5,0,25,0,0,0,0
2018-10-18,57,22,39.5,-0.4,25,0,0,0,0
2018-10-17,55,16,35.5,-4.8,29,0,0,0,0
2018-10-16,39,13,26,-14.7,39,0,0,0,0
2018-10-15,37,11,24,-17.1,41,0,0,0,0
2018-10-14,54,17,35.5,-6,29,0,0,0,0
2018-10-13,51,22,36.5,-5.4,28,0,0,0,0
2018-10-12,36,30,33,-9.3,32,0,0.36,T,T
2018-10-11,43,27,35,-7.7,30,0,0.14,0.7,1
2018-10-10,48,32,40,-3.1,25,0,0.16,0,0
2018-10-09,50,33,41.5,-2,23,0,0.08,0,0
2018-10-08,59,34,46.5,2.6,18,0,0.17,0,0
2018-10-07,56,35,45.5,1.1,19,0,0,0,0
2018-10-06,57,35,46,1.2,19,0,0.24,0,0
2018-10-05,58,40,49,3.8,16,0,0.23,0,0
2018-10-04,66,40,53,7.4,12,0,0.03,0,0
2018-10-03,57,39,48,2,17,0,0.11,0,0
2018-10-02,68,38,53,6.5,12,0,T,0,0
2018-10-01,75,31,53,6.1,12,0,0,0,0
2018-09-30,76,30,53,5.7,12,0,0,0,0
2018-09-29,74,27,50.5,2.8,14,0,0,0,0
2018-09-28,72,26,49,0.8,16,0,0,0,0
2018-09-27,68,24,46,-2.6,19,0,0,0,0
2018-09-26,65,27,46,-3,19,0,0,0,0
2018-09-25,68,27,47.5,-1.9,17,0,0.02,0,0
2018-09-24,76,35,55.5,5.7,9,0,0,0,0
2018-09-23,77,29,53,2.8,12,0,0,0,0
2018-09-22,77,26,51.5,0.9,13,0,0,0,0
2018-09-21,72,24,48,-3,17,0,0,0,0
2018-09-20,60,45,52.5,1.1,12,0,0,0,0
2018-09-19,82,36,59,7.3,6,0,0,0,0
2018-09-18,81,37,59,6.9,6,0,0,0,0
2018-09-17,82,37,59.5,7,5,0,0,0,0
2018-09-16,84,36,60,7.2,5,0,0,0,0
2018-09-15,83,32,57.5,4.3,7,0,0,0,0
2018-09-14,81,30,55.5,2,9,0,0,0,0
2018-09-13,81,33,57,3.1,8,0,0,0,0
2018-09-12,80,34,57,2.8,8,0,0,0,0
2018-09-11,80,35,57.5,3,7,0,0,0,0
2018-09-10,75,34,54.5,-0.3,10,0,0.07,0,0
2018-09-09,78,38,58,2.9,7,0,0,0,0
2018-09-08,77,34,55.5,0.1,9,0,0,0,0
2018-09-07,70,33,51.5,-4.2,13,0,T,0,0
2018-09-06,73,41,57,1,8,0,0.01,0,0
2018-09-05,78,38,58,1.7,7,0,0,0,0
2018-09-04,75,37,56,-0.6,9,0,0,0,0
2018-09-03,76,41,58.5,1.7,6,0,0,0,0
2018-09-02,74,37,55.5,-1.6,9,0,0.01,0,0
2018-09-01,80,41,60.5,3.2,4,0,0,0,0
2018-08-31,81,40,60.5,2.9,4,0,0,0,0
2018-08-30,80,35,57.5,-0.3,7,0,0,0,0
2018-08-29,76,34,55,-3.1,10,0,0,0,0
2018-08-28,77,39,58,-0.3,7,0,0,0,0
2018-08-27,81,48,64.5,6,0,0,0.12,0,0
2018-08-26,82,45,63.5,4.7,1,0,0,0,0
2018-08-25,76,41,58.5,-0.5,6,0,0.01,0,0
2018-08-24,74,40,57,-2.2,8,0,0,0,0
2018-08-23,72,48,60,0.6,5,0,0.24,0,0
2018-08-22,65,47,56,-3.7,9,0,0.02,0,0
2018-08-21,81,41,61,1.1,4,0,0.25,0,0
2018-08-20,67,36,51.5,-8.6,13,0,T,0,0
2018-08-19,73,41,57,-3.3,8,0,0.27,0,0
2018-08-18,83,43,63,2.5,2,0,0.06,0,0
2018-08-17,82,43,62.5,1.8,2,0,0,0,0
2018-08-16,83,42,62.5,1.6,2,0,0,0,0
2018-08-15,81,42,61.5,0.4,3,0,0.01,0,0
2018-08-14,88,43,65.5,4.3,0,1,0,0,0
2018-08-13,91,43,67,5.6,0,2,0,0,0
2018-08-12,88,41,64.5,2.9,0,0,0,0,0
2018-08-11,83,41,62,0.2,3,0,T,0,0
2018-08-10,86,44,65,3.1,0,0,0,0,0
2018-08-09,84,41,62.5,0.4,2,0,0,0,0
2018-08-08,82,39,60.5,-1.8,4,0,0,0,0
2018-08-07,80,38,59,-3.4,6,0,0,0,0
2018-08-06,83,45,64,1.5,1,0,0,0,0
2018-08-05,79,50,64.5,1.8,0,0,0.13,0,0
2018-08-04,72,42,57,-5.8,8,0,0.35,0,0
2018-08-03,84,41,62.5,-0.4,2,0,0.01,0,0
2018-08-02,71,39,55,-8,10,0,0,0,0
2018-08-01,84,41,62.5,-0.6,2,0,0,0,0
2018-07-31,79,37,58,-5.2,7,0,0,0,0
2018-07-30,83,43,63,-0.3,2,0,0,0,0
2018-07-29,75,40,57.5,-5.9,7,0,0.11,0,0
2018-07-28,82,42,62,-1.4,3,0,0,0,0
2018-07-27,85,45,65,1.5,0,0,0,0,0
2018-07-26,80,47,63.5,0,1,0,0.14,0,0
2018-07-25,85,51,68,4.5,0,3,0,0,0
2018-07-24,80,49,64.5,1,0,0,0.02,0,0
2018-07-23,84,50,67,3.5,0,2,0.37,0,0
2018-07-22,85,54,69.5,6,0,5,0.05,0,0
2018-07-21,87,50,68.5,5,0,4,0,0,0
2018-07-20,89,45,67,3.5,0,2,0,0,0
2018-07-19,86,44,65,1.6,0,0,0,0,0
2018-07-18,85,48,66.5,3.1,0,2,0,0,0
2018-07-17,85,48,66.5,3.2,0,2,0,0,0
2018-07-16,78,45,61.5,-1.7,3,0,0,0,0
2018-07-15,89,56,72.5,9.4,0,8,0,0,0
2018-07-14,86,48,67,4,0,2,T,0,0
2018-07-13,78,48,63,0.1,2,0,0.34,0,0
2018-07-12,86,49,67.5,4.8,0,3,T,0,0
2018-07-11,91,46,68.5,5.9,0,4,0.08,0,0
2018-07-10,88,48,68,5.6,0,3,0,0,0
2018-07-09,88,50,69,6.7,0,4,0.12,0,0
2018-07-08,89,52,70.5,8.4,0,6,0,0,0
2018-07-07,88,46,67,5.1,0,2,0,0,0
2018-07-06,85,45,65,3.2,0,0,T,0,0
2018-07-05,87,49,68,6.4,0,3,0,0,0
2018-07-04,85,43,64,2.6,1,0,0,0,0
2018-07-03,86,40,63,1.8,2,0,0,0,0
2018-07-02,81,37,59,-1.9,6,0,0,0,0
2018-07-01,77,34,55.5,-5.2,9,0,0,0,0
2018-06-30,M,42,M,M,M,M,0,0,0
2018-06-29,90,43,66.5,6.2,0,2,0,0,0
2018-06-28,91,43,67,6.9,0,2,0,0,0
2018-06-27,88,40,64,4.2,1,0,0,0,0
2018-06-26,80,37,58.5,-1.1,6,0,0,0,0
2018-06-25,64,34,49,-10.3,16,0,0,0,0
2018-06-24,78,46,62,2.9,3,0,0,0,0
2018-06-23,76,38,57,-1.9,8,0,0,0,0
2018-06-22,82,44,63,4.4,2,0,0,0,0
2018-06-21,73,38,55.5,-2.9,9,0,0,0,0
2018-06-20,77,41,59,0.9,6,0,0,0,0
2018-06-19,77,40,58.5,0.6,6,0,0,0,0
2018-06-18,70,48,59,1.4,6,0,0.5,0,0
2018-06-17,74,53,63.5,6.1,1,0,0.25,0,0
2018-06-16,83,49,66,8.9,0,1,T,0,0
2018-06-15,83,45,64,7.2,1,0,0,0,0
2018-06-14,87,43,65,8.4,0,0,0,0,0
2018-06-13,82,38,60,3.7,5,0,0,0,0
2018-06-12,78,33,55.5,-0.6,9,0,0,0,0
2018-06-11,81,38,59.5,3.7,5,0,0,0,0
2018-06-10,85,36,60.5,5,4,0,0,0,0
2018-06-09,83,36,59.5,4.2,5,0,0,0,0
2018-06-08,84,34,59,4,6,0,0,0,0
2018-06-07,85,38,61.5,6.8,3,0,0,0,0
2018-06-06,84,37,60.5,6.1,4,0,0,0,0
2018-06-05,80,34,57,2.9,8,0,0,0,0
2018-06-04,77,35,56,2.1,9,0,T,0,0
2018-06-03,76,34,55,1.4,10,0,0,0,0
2018-06-02,74,31,52.5,-0.8,12,0,0,0,0
2018-06-01,82,41,61.5,8.5,3,0,0,0,0
2018-05-31,74,33,53.5,0.8,11,0,T,0,0
2018-05-30,63,32,47.5,-4.9,17,0,T,0,0
2018-05-29,72,35,53.5,1.5,11,0,T,0,0
2018-05-28,79,39,59,7.3,6,0,0,0,0
2018-05-27,82,35,58.5,7.1,6,0,0,0,0
2018-05-26,80,32,56,4.9,9,0,0,0,0
2018-05-25,74,33,53.5,2.8,11,0,0,0,0
2018-05-24,71,31,51,0.6,14,0,0,0,0
2018-05-23,72,34,53,2.9,12,0,0.15,0,0
2018-05-22,73,33,53,3.3,12,0,0,0,0
2018-05-21,67,30,48.5,-0.9,16,0,T,0,0
2018-05-20,61,28,44.5,-4.5,20,0,T,0,0
2018-05-19,70,37,53.5,4.8,11,0,T,0,0
2018-05-18,75,31,53,4.7,12,0,0,0,0
2018-05-17,75,30,52.5,4.6,12,0,0,0,0
2018-05-16,72,28,50,2.4,15,0,0,0,0
2018-05-15,68,28,48,0.8,17,0,0,0,0
2018-05-14,69,29,49,2.2,16,0,0,0,0
2018-05-13,74,40,57,10.5,8,0,0,0,0
2018-05-12,73,35,54,7.9,11,0,0,0,0
2018-05-11,77,37,57,11.2,8,0,0,0,0
2018-05-10,70,30,50,4.6,15,0,0,0,0
2018-05-09,70,28,49,4,16,0,0,0,0
2018-05-08,73,32,52.5,7.8,12,0,0,0,0
2018-05-07,70,32,51,6.7,14,0,0,0,0
2018-05-06,65,31,48,4,17,0,0,0,0
2018-05-05,60,28,44,0.3,21,0,0,0,0
2018-05-04,55,30,42.5,-0.8,22,0,0.3,T,0
2018-05-03,55,32,43.5,0.5,21,0,0.6,T,T
2018-05-02,58,30,44,1.3,21,0,0,0,0
2018-05-01,61,26,43.5,1.1,21,0,0,0,0
2018-04-30,67,24,45.5,3.4,19,0,0,0,0
2018-04-29,72,34,53,11.2,12,0,0.02,0,0
2018-04-28,69,24,46.5,5,18,0,0,0,0
2018-04-27,59,19,39,-2.2,26,0,0,0,0
2018-04-26,64,26,45,4.1,20,0,0,0,0
2018-04-25,49,17,33,-7.7,32,0,0,0,0
2018-04-24,65,33,49,8.6,16,0,0,0,0
2018-04-23,62,26,44,3.8,21,0,0,0,0
2018-04-22,44,24,34,-5.9,31,0,0,0,0
2018-04-21,50,29,39.5,-0.2,25,0,0.31,2.2,2
2018-04-20,64,24,44,4.5,21,0,T,T,0
2018-04-19,50,16,33,-6.3,32,0,0,0,0
2018-04-18,49,17,33,-6,32,0,T,T,0
2018-04-17,64,28,46,7.2,19,0,0,0,0
2018-04-16,56,22,39,0.4,26,0,0,0,0
2018-04-15,45,31,38,-0.4,27,0,0,0,0
2018-04-14,35,24,29.5,-8.7,35,0,0,0,0
2018-04-13,61,22,41.5,3.4,23,0,0,0,0
2018-04-12,51,31,41,3.1,24,0,T,T,0
2018-04-11,58,26,42,4.3,23,0,0,0,0
2018-04-10,47,21,34,-3.5,31,0,0,0,0
2018-04-09,47,29,38,0.7,27,0,0.59,0.8,1
2018-04-08,51,29,40,2.9,25,0,0,0,0
2018-04-07,42,35,38.5,1.6,26,0,0.1,T,0
2018-04-06,54,26,40,3.3,25,0,T,T,0
2018-04-05,50,19,34.5,-2,30,0,0,0,0
2018-04-04,41,16,28.5,-7.8,36,0,0,0,0
2018-04-03,61,15,38,2,27,0,0,0,0
2018-04-02,59,35,47,11.2,18,0,0,0,0
2018-04-01,57,27,42,6.4,23,0,0,0,0
2018-03-31,52,22,37,1.7,28,0,0,0,0
2018-03-30,41,18,29.5,-5.6,35,0,0,0,0
2018-03-29,39,14,26.5,-8.3,38,0,0.1,0.6,1
2018-03-28,47,21,34,-0.5,31,0,0,0,0
2018-03-27,42,17,29.5,-4.7,35,0,0,0,0
2018-03-26,55,24,39.5,5.6,25,0,0,0,0
2018-03-25,53,23,38,4.4,27,0,0,0,0
2018-03-24,46,25,35.5,2.3,29,0,0.07,0,0
2018-03-23,61,33,47,14.1,18,0,0.17,0,0
2018-03-22,47,26,36.5,4,28,0,0,0,0
2018-03-21,40,25,32.5,0.4,32,0,0,0,0
2018-03-20,36,19,27.5,-4.2,37,0,0,0,0
2018-03-19,42,21,31.5,0.2,33,0,0.01,0.1,T
2018-03-18,51,17,34,3.1,31,0,0,0,0
2018-03-17,42,14,28,-2.5,37,0,0,0,0
2018-03-16,47,27,37,7,28,0,0.13,0.3,T
2018-03-15,56,27,41.5,11.9,23,0,0,0,0
2018-03-14,53,23,38,8.9,27,0,0,0,0
2018-03-13,47,15,31,2.3,34,0,0,0,0
2018-03-12,47,15,31,2.8,34,0,0,0,0
2018-03-11,38,10,24,-3.7,41,0,0,0,0
2018-03-10,48,17,32.5,5.3,32,0,0,0,0
2018-03-09,50,18,34,7.3,31,0,0,0,0
2018-03-08,42,13,27.5,1.3,37,0,0,0,0
2018-03-07,36,6,21,-4.7,44,0,0,0,0
2018-03-06,27,14,20.5,-4.7,44,0,0,0,0
2018-03-05,45,14,29.5,4.8,35,0,T,T,T
2018-03-04,55,18,36.5,12.3,28,0,0,0,0
2018-03-03,50,18,34,10.3,31,0,0,0,0
2018-03-02,44,15,29.5,6.3,35,0,0,0,0
2018-03-01,38,10,24,1.3,41,0,0,0,1
2018-02-28,42,7,24.5,2.3,40,0,0,0,1
2018-02-27,40,2,21,-0.7,44,0,0,0,1
2018-02-26,26,7,16.5,-4.7,48,0,0,0,2
2018-02-25,19,3,11,-9.8,54,0,T,T,2
2018-02-24,32,7,19.5,-0.8,45,0,T,T,2
2018-02-23,29,12,20.5,0.6,44,0,0.17,0.4,2
2018-02-22,21,-3,9,-10.5,56,0,0,0,2
2018-02-21,17,-7,5,-14.1,60,0,T,T,2
2018-02-20,38,5,21.5,2.8,43,0,0.1,0.8,2
2018-02-19,46,31,38.5,20.2,26,0,0,0,1
2018-02-18,39,30,34.5,16.6,30,0,0,0,1
2018-02-17,35,-2,16.5,-1,48,0,0,0,2
2018-02-16,27,-2,12.5,-4.7,52,0,0,0,3
2018-02-15,41,25,33,16.1,32,0,T,T,3
2018-02-14,39,25,32,15.4,33,0,T,T,5
2018-02-13,28,15,21.5,5.2,43,0,0.73,9.4,9
2018-02-12,30,9,19.5,3.5,45,0,0,0,0
2018-02-11,29,4,16.5,0.8,48,0,T,T,0
2018-02-10,49,27,38,22.5,27,0,0,0,0
2018-02-09,46,28,37,21.8,28,0,0,0,0
2018-02-08,40,19,29.5,14.5,35,0,0,0,0
2018-02-07,34,17,25.5,10.7,39,0,0,0,T
2018-02-06,43,17,30,15.4,35,0,0.09,1.2,1
2018-02-05,46,23,34.5,20.1,30,0,T,T,T
2018-02-04,44,29,36.5,22.2,28,0,T,T,T
2018-02-03,44,28,36,21.9,29,0,0,0,T
2018-02-02,39,26,32.5,18.5,32,0,0,0,T
2018-02-01,44,26,35,21.2,30,0,0.1,T,T
2018-01-31,50,12,31,17.3,34,0,0,0,T
2018-01-30,39,9,24,10.4,41,0,0,0,T
2018-01-29,36,8,22,8.5,43,0,0,0,T
2018-01-28,34,16,25,11.7,40,0,0,0,T
2018-01-27,26,-7,9.5,-3.7,55,0,0,0,1
2018-01-26,30,-7,11.5,-1.6,53,0,T,T,1
2018-01-25,25,-7,9,-4,56,0,0,0,1
2018-01-24,29,-9,10,-3,55,0,0,0,3
2018-01-23,20,-3,8.5,-4.4,56,0,T,T,3
2018-01-22,26,-5,10.5,-2.3,54,0,0,0,3
2018-01-21,45,2,23.5,10.8,41,0,0.16,3.4,3
2018-01-20,52,5,28.5,15.9,36,0,0,0,T
2018-01-19,30,0,15,2.5,50,0,0,0,T
2018-01-18,27,-8,9.5,-3,55,0,0,0,T
2018-01-17,21,-9,6,-6.4,59,0,0,0,T
2018-01-16,32,-10,11,-1.3,54,0,0,0,T
2018-01-15,40,1,20.5,8.2,44,0,0,0,T
2018-01-14,34,10,22,9.8,43,0,0,0,T
2018-01-13,36,22,29,16.9,36,0,T,T,T
2018-01-12,28,19,23.5,11.4,41,0,0.09,1.5,2
2018-01-11,42,19,30.5,18.5,34,0,0.08,T,T
2018-01-10,49,27,38,26,27,0,T,0,T
2018-01-09,39,6,22.5,10.6,42,0,T,0,T
2018-01-08,39,3,21,9.1,44,0,0,0,T
2018-01-07,38,16,27,15.2,38,0,0.06,0.3,T
2018-01-06,32,5,18.5,6.7,46,0,0,0,1
2018-01-05,32,0,16,4.2,49,0,0,0,1
2018-01-04,24,-8,8,-3.8,57,0,0,0,1
2018-01-03,32,-9,11.5,-0.3,53,0,0,0,1
2018-01-02,26,-6,10,-1.8,55,0,0,0,1
2018-01-01,35,-3,16,4.2,49,0,0,0,1
